"Date","PX_LAST","DIV","DIV_GAP","R"
2009-03-18,1934.52,0,0,-3.00075723160323
2009-03-19,2093.51,0,0,7.89828494616363
2009-03-20,2331.69,0,0,10.775124339182
2009-03-23,2480.04,0,0,6.16813625318509
2009-03-24,2203.9,0,0,-11.8046170868569
2009-03-25,2176.35,0,0,-1.2579356562842
2009-03-26,2266.05,0,0,4.03890660280399
2009-03-27,2135.02,0,0,-5.95622133574964
2009-03-30,2088.19,0,0,-2.21783522691357
2009-03-31,2064.19,0,0,-1.1559764402926
2009-04-01,2072.48,0,0,0.40080601536604
2009-04-02,2241.97,0,0,7.86089858507322
2009-04-03,2289.06,0,0,2.07863092961421
2009-04-06,2267.01,0,0,-0.967947031500766
2009-04-07,2322.3,0,0,2.4096291264965
2009-04-08,2482.1,0,0,6.65469021627894
2009-04-09,2673.82,0,0,7.44031854705044
2009-04-10,2779.45,0,0,3.87449048727366
2009-04-13,2704.52,0,0,-2.73286190183995
2009-04-14,2655.92,0,0,-1.81333367056425
2009-04-15,2608.3,0,0,-1.80924425548964
2009-04-16,2629.12,0,0,0.795052131415981
2009-04-17,2649.02,0,0,0.754057084241411
2009-04-20,2618.15,0,0,-1.17217987884001
